Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Adlercreutzia	1338	479	2398	1079	538	2038	1602	1595	1102	1114	2097	1592	1078	1703	769	1193	1714	1422	1342	1201	985	1397	1790
Cryptobacterium	57	4	45	45	38	45	99	74	42	26	90	72	66	41	49	87	80	39	23	55	184	81	38
Denitrobacterium	679	233	1117	315	328	744	548	740	657	250	450	707	407	707	657	1037	208	687	267	413	1077	544	528
Eggerthella	2655	2692	5819	2050	8652	4700	3740	3316	3292	3078	3977	5483	2867	5278	2671	2108	5435	5622	4741	4332	7034	3764	4444
Gordonibacter	1798	867	4695	1672	1286	3378	2122	2749	1881	1934	3150	2809	3495	2264	1447	1480	2021	2593	2179	2218	1790	2601	2795
Phoenicibacter	1071	20	108	32	52	62	51	95	43	74	209	236	306	139	48	48	33	40	99	63	13	161	107
Slackia	823	311	1990	762	564	1366	1166	1330	1077	756	1714	1516	744	1091	447	519	1632	864	1113	1002	837	1464	1556
Euzebya	43	39	262	63	194	192	114	142	66	28	328	150	192	144	55	145	322	81	352	192	56	170	97
Rubrobacter	790	165	322	427	127	271	316	212	138	339	553	501	272	284	205	165	454	166	219	324	179	323	354
Conexibacter	102	55	250	92	80	267	177	154	79	40	500	164	187	113	74	90	368	71	95	252	50	196	165
Aquifex	2	1	10	2	1	2	3	0	0	1	1	11	0	0	0	1	0	0	2	1	0	2	0
Hydrogenobacter	13	7	13	12	9	17	2	1	3	22	21	3	3	13	1	5	0	8	36	0	9	0	1
Hydrogenobaculum	10	1	9	5	2	5	6	5	6	9	8	0	12	2	0	1	3	3	10	47	96	27	7
Thermocrinis	4	6	65	1	14	10	1	10	12	19	47	5	31	13	3	6	5	5	45	11	10	12	11
Persephonella	4	2	3	9	0	1	0	3	3	2	0	11	9	0	2	3	11	2	5	4	1	4	0
Sulfurihydrogenibium	4	1	3	6	98	19	76	54	20	50	13	2	110	13	3	1	42	50	12	3	2	39	3
Thermosulfidibacter	14	4	13	125	6	3	22	39	8	13	2	110	13	69	1	35	4	13	29	1	27	35	84
Desulfurobacterium	6	5	11	8	15	16	19	12	24	2	3	16	5	11	10	10	6	9	21	9	2	2	13
Thermovibrio	552	13	45	39	71	75	130	172	208	39	14	95	36	598	212	290	97	326	23	37	267	28	37
Chthonomonas	70	7	157	104	112	132	45	81	146	60	147	162	79	106	125	85	59	43	285	82	19	41	85
Fimbriimonas	27	19	143	18	28	38	75	69	55	20	173	131	34	86	10	21	46	18	19	28	27	66	93
Bacteroides	60572	1972800	116860	128536	439186	140399	567896	206028	54252	74695	1725458	277007	70588	128790	1229375	1838175	152452	47189	171141	1668563	2379002	57648	78136
Barnesiella	2378	5144	3774	7720	3315	4687	6163	10194	3082	4448	5884	10022	6047	4235	10200	7672	4103	3502	10628	5710	6454	3869	3565
Proteiniphilum	223	217	517	1047	383	434	799	797	152	401	323	933	480	480	1028	484	145	174	911	163	338	708	412
Muribaculum	7040	2182	6838	16529	2696	2053	7128	2314	3545	5474	2018	7530	4741	10184	27268	12795	1979	5556	13797	3483	7129	8154	8993
Odoribacter	3718	3395	3572	14636	7705	8823	6495	10310	5179	15667	17526	27122	7274	8964	20718	12760	5387	3843	7498	7024	9395	3380	14077
Paludibacter	1004	426	665	943	769	682	1656	773	375	671	576	763	2347	1383	1212	650	602	568	911	796	386	942	733
Fermentimonas	872	280	297	598	136	237	309	469	617	507	817	834	624	1166	907	1119	364	555	330	214	993	294	311
Petrimonas	2434	497	1038	14141	664	1541	2166	5259	1462	8746	437	8501	4210	5728	2170	3685	625	1115	2414	643	1211	2157	6570
Porphyromonas	2356	1022	1706	7295	1108	1714	2620	2434	1447	2181	1420	5056	3311	2774	6112	4272	769	1573	3299	34532	9439	1855	2014
Prevotella	52043	9564	19963	296911	17555	25749	70344	83116	14585	175601	7711	288123	77593	117600	46654	55621	8867	17163	62543	16365	27938	69100	112858
Alistipes	73570	993509	83180	52771	385579	479210	263468	234198	152782	35723	258837	435180	8267	504119	1187964	928275	93376	373678	786567	412248	680942	141503	50035
Mucinivorans	838	297	291	885	547	428	403	559	435	680	426	2233	757	342	795	463	221	693	1396	534	870	326	435
Parabacteroides	140638	28675	44175	7976	955816	55355	319524	130041	6715	12522	3340635	296677	11334	23462	580655	365997	353902	276357	313997	883472	52437	5162	23500
Tannerella	3741	930	2219	4566	1686	1913	3437	3214	1774	2440	2267	5558	4192	4054	6210	5079	1070	2079	5717	6319	4360	2792	2522
Candidatus Azobacteroides	764	251	433	380	483	366	1549	886	319	229	483	573	746	1075	1096	383	294	467	698	721	105	561	425
Alkalitalea	141	80	94	145	247	120	337	145	157	180	167	579	231	183	598	160	109	225	660	205	99	219	131
Draconibacterium	99	36	74	59	94	87	283	82	88	81	93	174	202	69	203	111	82	41	105	164	52	164	61
Salinivirga	43	63	75	162	69	45	34	18	34	151	76	60	110	89	161	165	60	44	138	69	401	61	47
Arachidicoccus	12	53	40	108	52	78	48	137	58	61	69	219	94	154	482	62	50	23	87	66	82	110	132
Chitinophaga	314	92	118	274	276	224	304	204	565	267	140	287	346	223	880	235	120	114	397	180	231	285	350
Filimonas	112	34	41	22	23	43	28	26	37	82	20	126	64	127	479	212	12	62	242	39	177	50	153
Flavisolibacter	55	3	12	217	20	39	8	17	14	62	12	76	86	25	33	22	16	25	40	19	14	31	9
Niabella	204	36	184	188	29	178	119	262	129	257	89	128	144	225	69	66	177	58	193	130	94	169	183
Niastella	33	28	76	74	24	96	157	105	30	133	91	120	119	41	61	49	43	58	218	88	46	107	72
Pseudoflavitalea	90	36	122	84	48	46	140	32	26	69	54	62	290	133	128	103	29	36	80	74	73	83	71
Candidatus Amoebophilus	72	25	70	48	285	46	319	100	616	67	25	271	129	23	94	6	74	107	96	74	18	179	60
Candidatus Cardinium	700	120	184	78	91	107	169	329	309	192	33	200	193	586	340	813	157	437	261	155	698	202	185
Bernardetia	36	14	16	12	70	1	26	35	35	13	8	87	29	676	84	9	26	98	76	41	10	16	17
Algoriphagus	409	117	383	315	405	210	812	310	504	183	175	884	308	645	574	254	268	596	806	427	52	401	396
Aquiflexum	25	66	26	148	25	17	32	32	87	93	37	147	284	47	743	117	8	23	291	35	53	66	218
Belliella	570	9	74	9	140	26	59	31	151	82	22	901	116	143	393	59	131	321	403	121	47	23	67
Cyclobacterium	72	11	17	159	41	53	106	226	225	115	28	111	125	60	58	24	54	47	42	56	12	76	42
Echinicola	583	159	464	485	151	287	223	448	362	513	107	793	253	1280	813	1741	117	386	127	184	719	301	440
Arcticibacterium	62	2	82	124	12	49	23	99	239	91	58	193	52	68	13	10	10	7	12	21	8	24	67
Cytophaga	18	6	23	251	49	33	21	15	12	31	23	71	24	21	14	31	39	23	51	6	90	52	11
Dyadobacter	1745	296	509	387	177	183	450	570	701	295	201	329	433	1430	1461	2625	288	978	321	261	2148	542	558
Fibrella	372	85	278	623	268	181	753	324	263	515	190	577	307	602	390	270	143	240	279	275	87	475	508
Leadbetterella	572	93	182	271	58	91	75	189	241	308	16	745	153	763	429	889	111	334	211	101	638	226	306
Pseudarcicella	12	7	14	19	17	50	14	29	3	63	11	43	68	27	15	11	20	9	23	42	26	52	49
Runella	146	60	168	464	136	146	158	181	155	329	284	290	430	219	515	215	408	89	137	147	155	322	296
Spirosoma	843	92	626	1587	353	389	541	569	464	972	301	1495	1246	851	619	1706	344	570	711	455	295	517	546
Flammeovirga	32	81	20	268	75	14	35	75	22	21	18	80	37	16	33	32	39	17	54	51	63	25	15
Marivirga	10	7	23	80	7	17	66	23	37	17	18	14	36	51	40	20	11	9	17	8	4	37	8
Hymenobacter	2567	894	2257	6470	1573	2282	3547	2841	2329	3424	1512	5972	2692	3055	4106	3047	1210	2284	7236	1728	2043	3081	3181
Pontibacter	604	184	638	1851	279	692	941	939	538	1178	592	847	811	748	925	570	252	825	926	429	497	769	671
Rufibacter	874	359	673	949	479	340	1411	368	1080	526	399	908	630	1777	1280	569	410	708	1927	730	991	765	894
Persicobacter	62	24	27	91	112	120	63	64	43	107	42	23	254	51	87	63	46	66	108	66	69	134	50
Chryseolinea	111	22	122	959	85	198	85	150	41	170	104	133	235	184	81	84	72	40	210	41	83	337	140
Blattabacterium	34	22	50	26	79	60	66	58	36	57	19	65	200	21	22	16	28	28	29	42	39	46	77
Fluviicola	94	45	46	245	43	97	157	161	89	79	24	86	100	36	189	61	48	61	69	43	70	95	54
Owenweeksia	15	8	17	123	26	12	25	22	234	34	24	37	38	68	47	20	9	16	27	5	40	91	11
Aequorivita	149	36	78	51	87	36	87	102	44	113	30	250	105	205	107	106	50	46	461	100	5	141	127
Algibacter	15	2	12	5	36	16	44	14	5	22	25	4	29	7	6	9	4	5	6	38	0	19	31
Aquimarina	133	57	45	55	87	36	289	61	50	24	80	73	78	215	170	58	62	164	146	147	8	116	123
Arenibacter	11	29	9	23	15	36	91	48	44	21	25	69	15	9	86	4	21	12	46	20	16	24	20
Aureitalea	16	1	43	8	126	50	93	63	67	19	78	38	129	31	17	6	30	33	6	20	24	35	51
Capnocytophaga	1764	555	706	2289	1014	810	1398	1240	2368	1830	519	2573	1954	1280	1725	1586	751	1231	1855	927	1334	1667	1420
Cellulophaga	40	84	40	43	34	73	48	41	58	58	54	68	57	63	83	86	32	97	49	96	91	57	72
Chryseobacterium	18079	8735	12522	24944	11420	9521	12808	15524	12315	19544	9681	39694	16480	25471	36121	22911	6629	8703	26938	13867	8314	16341	21892
Croceibacter	49	81	16	47	100	24	91	83	741	74	16	44	106	27	1	2	66	33	29	73	17	107	29
Dokdonia	188	42	142	112	209	61	262	75	110	56	115	241	130	189	260	84	97	194	217	151	66	145	143
Elizabethkingia	522	195	149	218	558	185	989	192	316	212	272	972	183	208	900	116	277	519	821	418	148	291	317
Flagellimonas	40	9	34	28	65	6	50	82	60	23	26	259	19	30	86	23	19	116	145	44	27	9	46
Flavivirga	52	11	100	40	50	49	58	196	60	55	46	125	63	64	86	20	88	90	55	112	26	32	18
Flavobacterium	1640	410	621	1713	690	571	1586	1177	624	1084	466	1886	1432	1358	1866	1596	444	1137	1204	844	1336	1181	1161
Formosa	35	27	24	40	32	34	28	92	20	62	22	47	108	15	40	13	17	22	37	48	34	57	18
Gillisia	3	0	1	12	19	1	2	1	1	7	5	4	139	2	4	0	0	1	6	6	5	18	4
Gilvibacter	18	7	14	25	36	34	78	108	159	69	5	104	57	18	38	99	80	66	30	32	29	22	4
Gramella	420	152	145	171	214	143	536	302	509	164	306	267	316	506	216	258	104	236	118	217	689	235	263
Kordia	19	9	5	45	34	50	28	74	20	41	14	83	76	11	78	6	21	11	137	37	10	40	26
Lacinutrix	43	5	21	10	22	49	19	18	39	10	29	42	26	11	26	15	23	14	24	16	18	47	11
Lutibacter	12	7	9	17	16	29	14	79	10	124	13	33	47	29	33	17	16	8	40	22	18	27	11
Maribacter	157	135	56	109	150	26	47	54	105	103	23	211	110	68	202	58	70	128	226	105	50	90	50
Mariniflexile	22	29	8	13	36	24	44	76	17	3	6	21	23	26	35	10	19	21	17	33	19	35	18
Muricauda	271	75	248	374	77	152	386	54	204	191	118	166	182	272	1569	460	101	123	142	354	281	150	585
Myroides	203	48	115	725	52	63	169	199	68	299	89	96	173	123	301	73	48	69	132	105	45	121	222
Nonlabens	177	52	100	133	145	127	217	153	108	215	105	211	311	219	196	82	155	98	180	125	91	190	153
Olleya	1	11	2	3	1	3	1	9	5	3	4	35	18	1	31	11	16	6	14	5	3	0	5
Ornithobacterium	804	11070	1277	502	3397	331	3048	906	285	493	18845	743	1172	935	3242	12529	192	369	2326	3588	20006	274	890
Polaribacter	383	117	176	366	650	311	155	341	131	226	91	473	327	125	191	69	157	101	197	153	158	193	262
Psychroflexus	69	108	18	11	33	8	63	20	68	10	8	105	26	9	80	7	54	45	86	89	5	4	24
Riemerella	1075	373	1061	366	287	166	420	476	1294	505	86	732	455	306	1031	2113	343	1167	800	601	1726	1295	712
Robiginitalea	57	52	79	269	55	34	131	225	49	138	97	284	282	148	189	101	71	66	92	40	42	207	56
Salegentibacter	4	9	19	13	14	90	5	22	9	19	18	52	54	21	26	14	37	17	36	10	42	33	9
Sediminicola	31	3	23	40	14	12	24	90	22	41	5	86	48	11	15	19	17	23	31	26	9	48	71
Seonamhaeicola	44	1	4	3	4	9	9	6	101	16	6	210	79	10	37	9	22	102	176	29	11	17	23
Siansivirga	31	16	5	9	11	11	57	6	16	9	4	46	14	2	39	9	24	29	26	28	1	52	21
Tamlana	0	35	1	4	20	37	19	3	23	6	1	11	6	6	9	23	9	3	73	5	25	10	5
Tenacibaculum	191	28	124	39	249	124	117	107	698	95	54	1068	103	63	363	45	124	482	636	161	72	51	123
Weeksella	83	0	79	24	160	25	57	33	209	117	9	721	66	48	234	4	106	320	423	97	20	27	82
Wenyingzhuangia	0	1	9	4	93	0	3	2	5	7	7	8	9	2	12	10	9	1	4	1	5	22	3
Winogradskyella	32	32	35	30	32	43	74	76	38	73	30	102	66	49	102	16	33	51	69	62	25	27	28
Zobellia	23	47	22	45	39	18	135	171	143	38	17	117	35	31	57	10	24	17	38	41	20	17	17
Zunongwangia	31	5	105	16	11	80	112	142	28	61	13	81	54	8	91	20	19	26	38	14	38	59	35
Ichthyobacterium	36	11	44	385	25	23	89	112	12	352	12	531	130	202	54	52	13	37	29	43	8	100	240
Candidatus Sulcia	130	29	22	10	18	38	26	28	28	59	16	9	94	14	50	44	26	573	275	15	63	33	10
Candidatus Walczuchella	5	1	5	3	3	1	3	0	3	3	11	5	4	3	14	2	0	4	20	2	0	0	0
Haliscomenobacter	119	18	55	258	64	69	102	124	79	273	71	195	162	78	254	71	69	68	114	86	83	91	140
Saprospira	74	19	44	392	18	23	15	12	197	38	28	59	60	59	62	147	22	26	54	26	19	39	17
Mucilaginibacter	1110	220	554	987	662	340	781	576	627	629	281	1563	979	1154	1200	1009	377	986	1050	618	939	573	661
Pedobacter	315	166	272	326	303	187	543	612	146	202	301	491	537	625	314	193	183	137	289	207	158	457	295
Pseudopedobacter	23	3	34	122	37	39	15	68	35	146	37	361	100	127	43	39	16	25	43	23	5	117	58
Solitalea	39	25	30	44	78	72	30	50	194	134	29	131	139	29	37	34	57	43	33	24	82	60	28
Sphingobacterium	496	213	291	549	329	269	925	510	882	353	305	390	907	554	703	925	219	272	429	454	251	564	371
Rhodothermus	276	78	260	351	115	233	365	256	312	194	520	293	292	200	363	154	231	141	245	151	197	253	174
Salinibacter	93	60	281	163	87	157	170	304	177	129	225	312	192	59	124	91	220	137	148	102	84	156	79
Caldisericum	52	1	5	115	6	1	0	4	33	9	1	3	25	35	0	1	1	8	4	1	0	0	1
Caldithrix	65	83	100	85	72	97	122	130	42	215	61	121	116	110	95	77	32	168	158	124	79	193	146
Candidatus Cloacimonas	45	0	39	77	24	22	13	17	9	41	14	73	56	37	42	8	17	19	20	41	26	92	66
Chlamydia	54	31	128	106	65	61	209	87	58	81	47	127	207	154	63	59	70	60	138	62	73	127	140
Candidatus Protochlamydia	9	6	24	14	32	3	27	55	35	29	21	122	44	19	216	16	11	11	12	10	27	5	53
Parachlamydia	14	0	14	1	10	15	1	3	3	7	2	1	13	3	1	1	1	6	6	4	1	19	4
Simkania	49	4	85	74	4	40	11	5	30	16	0	8	11	32	20	1	4	7	45	11	0	18	21
Waddlia	15	3	2	34	6	11	12	3	24	18	4	6	16	47	82	18	7	5	17	3	14	7	8
Chlorobaculum	677	297	808	642	306	584	658	795	592	471	469	665	491	759	542	214	790	1225	862	1120	201	633	360
Chlorobium	192	68	210	404	177	186	161	262	214	211	140	181	220	317	200	123	134	91	174	84	83	264	217
Chloroherpeton	217	77	110	69	94	37	365	68	112	74	73	34	127	311	502	289	89	124	102	208	38	223	222
Pelodictyon	216	148	501	680	94	424	270	551	401	427	254	765	321	290	733	250	205	326	185	128	234	372	551
Prosthecochloris	627	114	494	198	220	128	309	352	356	201	226	548	372	767	550	995	237	427	277	296	921	364	430
Anaerolinea	97	33	354	42	122	240	163	133	53	51	359	237	132	236	57	101	70	79	86	243	121	150	198
Brevefilum	0	5	61	10	6	11	105	6	9	5	21	97	19	43	4	5	0	2	2	59	1	42	16
Candidatus Promineofilum	231	60	329	122	89	427	238	172	153	123	207	451	104	159	71	171	79	78	684	206	91	270	216
Caldilinea	53	58	198	68	112	103	107	81	114	69	215	211	168	50	43	67	123	88	67	118	42	215	131
Chloroflexus	68	35	77	110	48	97	91	51	40	75	52	128	56	91	50	31	64	58	56	51	39	66	63
Roseiflexus	484	236	767	167	327	261	511	282	539	279	320	367	337	567	326	118	536	710	469	854	88	246	266
Dehalogenimonas	77	32	322	36	265	218	132	77	87	81	381	88	189	176	24	53	178	53	90	145	29	168	118
Dehalococcoides	577	124	1462	179	778	1320	444	631	477	465	284	775	442	1481	281	463	233	563	530	358	949	444	566
Sphaerobacter	86	80	460	103	68	118	183	87	130	68	392	215	124	169	88	103	128	112	431	178	67	130	220
Thermomicrobium	56	16	242	51	54	185	71	246	148	88	65	90	87	102	88	41	84	192	57	161	68	29	81
Desulfurispirillum	200	28	132	83	70	149	108	90	95	106	257	106	145	120	158	100	24	114	172	181	50	121	60
Coprothermobacter	12	2	58	32	3	24	28	13	7	16	0	1	13	4	62	4	4	16	7	2	4	18	1
Gloeobacter	104	139	274	195	107	356	320	145	168	41	428	198	139	180	175	216	243	155	180	223	162	286	204
Candidatus Atelocyanobacterium	0	0	1	6	3	1	1	5	3	1	0	12	3	0	6	1	6	1	5	1	10	2	5
Halothece	15	6	2	13	5	1	31	0	0	5	4	29	2	35	8	32	2	3	16	3	8	6	6
Chondrocystis	2	5	8	10	6	13	0	3	5	15	1	3	40	5	1	1	2	4	9	1	1	2	0
Geminocystis	302	31	81	44	19	111	46	57	54	99	65	55	94	17	60	30	39	30	52	61	76	62	80
Gloeocapsa	54	2	22	511	12	12	59	219	7	364	4	3	60	3	29	1	5	2	17	10	5	72	317
Cyanobacterium	46	15	23	12	4	6	8	24	14	30	8	13	34	11	3	8	5	21	31	9	17	6	12
Microcystis	452	9	29	10	41	41	18	33	54	44	27	81	80	28	69	34	23	67	106	49	31	49	35
Chroococcidiopsis	31	14	24	21	12	6	24	35	6	18	20	11	58	26	17	10	2	15	16	26	10	81	50
Gloeomargarita	37	6	65	34	7	31	9	13	24	39	16	15	10	42	1	10	58	5	45	3	2	31	37
Anabaenopsis	19	5	62	42	135	79	11	49	15	33	5	48	10	6	8	9	12	43	9	4	6	7	33
Dolichospermum	8	0	1	0	1	0	0	2	3	2	1	1	4	1	0	0	5	3	0	0	0	4	0
Nodularia	2	0	0	2	7	0	2	2	1	10	2	9	49	10	2	1	8	1	2	2	0	4	3
Raphidiopsis	19	1	34	5	108	23	90	40	53	18	73	25	102	12	19	5	55	6	19	15	10	26	29
Sphaerospermopsis	29	4	7	6	5	1	10	4	7	21	29	1	361	1	7	1	4	9	10	3	1	6	5
Aulosira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fischerella	19	5	136	12	63	16	15	13	20	110	56	8	127	1	10	13	151	44	43	22	12	90	20
Anabaena	263	10	12	16	15	29	10	13	12	21	27	11	504	16	14	12	17	6	9	4	9	19	18
Cylindrospermum	19	0	13	1	115	19	5	26	11	5	3	1	154	6	0	1	9	4	9	8	4	33	44
Nostoc	486	74	174	1505	167	714	190	323	125	882	97	103	591	155	442	94	105	130	231	269	140	324	534
Trichormus	470	164	464	545	263	180	482	400	378	728	103	784	309	698	438	29	782	880	442	897	26	208	255
Calothrix	189	207	111	809	124	267	75	319	160	184	54	141	387	80	111	87	396	447	228	239	349	295	180
Microchaete	3	1	1	2	0	7	0	0	5	7	0	3	7	2	4	1	0	1	0	4	0	1	4
Rivularia	15	0	15	27	4	20	2	31	6	6	5	3	39	7	1	1	3	6	10	20	2	25	18
Scytonema	43	41	52	26	44	27	44	69	28	274	19	32	83	102	81	17	21	23	19	35	22	98	214
Tolypothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geitlerinema	86	43	125	122	92	256	97	263	138	139	103	54	70	128	59	51	52	186	53	156	86	99	144
Cyanothece	77	34	93	68	78	123	48	87	51	108	30	83	161	70	58	13	32	70	101	52	34	175	45
Crinalium	167	22	18	1548	13	91	240	669	23	1280	9	2	335	18	97	12	15	15	122	55	83	265	904
Arthrospira	2026	4	14	100	37	333	48	73	15	125	5	4	143	19	11	5	12	7	27	11	10	93	41
Microcoleus	80	11	43	173	25	105	52	69	49	140	246	117	88	46	39	4	21	27	32	77	18	57	95
Planktothrix	48	20	38	6	11	33	84	4	20	29	7	8	17	39	89	36	13	39	28	74	23	56	86
Trichodesmium	12	4	19	12	4	11	2	20	56	49	15	11	134	6	21	2	40	12	39	5	3	18	7
Moorea	331	43	135	333	22	84	32	98	44	206	26	1	247	390	180	587	7	192	57	49	390	97	162
Oscillatoria	80	19	30	482	81	45	99	135	42	26	156	53	157	48	89	35	86	28	27	57	67	46	61
Stanieria	31	7	105	11	175	38	68	125	58	33	22	260	46	121	81	11	32	162	207	45	6	10	41
Pleurocapsa	31	0	45	6	14	85	7	4	2	32	5	5	18	82	96	12	2	11	6	8	1	8	13
Acaryochloris	66	21	81	7	431	100	27	54	67	43	17	22	19	53	65	6	55	61	30	48	16	72	114
Chamaesiphon	41	30	59	73	76	79	41	17	44	148	12	172	53	26	490	6	27	130	124	59	17	157	123
Leptolyngbya	139	83	262	844	121	419	216	694	299	424	142	248	187	244	249	179	67	359	124	201	240	231	368
Synechocystis	45	13	100	120	30	147	50	28	28	105	17	73	153	67	35	33	24	25	41	15	19	77	68
Prochlorococcus	635	9	93	16	88	80	23	71	51	35	37	56	90	52	7	24	17	12	36	25	22	115	14
Halomicronema	77	6	262	70	17	69	91	84	27	74	38	21	28	140	13	7	53	23	54	178	19	44	107
Pseudanabaena	28	1	128	3	14	31	14	45	33	94	62	76	146	47	34	6	25	53	130	18	2	43	52
Cyanobium	304	78	677	295	159	210	466	169	138	291	536	363	369	293	137	173	662	158	221	241	109	590	308
Dactylococcopsis	0	1	9	5	10	27	4	18	5	31	15	4	25	3	71	3	4	8	10	13	19	10	9
Synechococcus	1121	316	2178	862	610	1888	998	1650	1001	1092	1178	1263	1711	1244	703	655	645	1298	1349	910	705	1094	1195
Thermosynechococcus	28	52	92	56	36	34	44	41	109	12	63	22	36	34	29	30	43	29	120	32	133	23	56
Calditerrivibrio	9	11	7	2	51	43	58	22	19	16	21	33	38	4	3	4	42	2	4	2	8	10	15
Deferribacter	6	0	8	3	16	28	5	16	20	7	4	1	98	48	2	12	3	2	50	11	42	50	11
Denitrovibrio	23	3	19	82	3	28	24	31	31	91	29	138	55	26	21	19	14	11	138	13	13	48	60
Flexistipes	102	22	114	26	531	108	40	46	48	54	33	32	29	37	53	11	90	63	95	54	35	74	117
Deinococcus	2756	1002	5926	1941	2374	4440	3026	4443	2770	2341	2944	2842	2517	3426	1595	1207	3276	3420	2788	2895	1419	2395	2513
Truepera	293	111	783	93	181	486	385	659	372	328	142	559	298	430	203	110	375	608	266	588	153	93	293
Marinithermus	145	26	171	139	67	171	89	125	95	112	385	129	151	197	98	86	413	97	44	158	87	180	224
Meiothermus	147	102	515	283	85	247	343	231	124	131	431	268	201	284	106	301	340	198	253	181	70	272	304
Oceanithermus	106	75	253	378	54	112	187	161	60	202	265	360	119	192	111	128	115	115	128	232	59	141	227
Thermus	854	253	1021	573	346	1015	614	761	495	593	1364	525	827	731	510	445	1802	756	561	849	388	1036	583
Dictyoglomus	90	22	74	22	385	149	23	27	80	76	31	32	33	37	17	16	49	45	40	77	18	67	163
Elusimicrobium	38	686	343	2958	23	592	11	4	64	2090	73	5	63	60	260	327	115	31	43	156	10	2087	25
Endomicrobium	29	15	65	60	38	51	44	21	31	29	41	41	48	117	22	44	13	31	64	119	64	143	120
Fibrobacter	168	63	181	662	105	193	654	3642	624	1122	264	919	1368	1133	118	73	197	348	380	130	84	403	256
Alicyclobacillus	526	191	706	697	205	542	592	384	226	655	602	1106	434	711	213	257	174	199	731	555	191	647	691
Kyrpidia	108	65	113	41	51	60	173	112	49	91	205	71	112	90	58	31	33	34	49	98	20	159	76
Tumebacillus	394	82	706	149	202	300	279	281	203	288	928	462	810	347	82	208	555	128	271	234	146	361	269
Aeribacillus	16	9	129	2	9	129	26	160	14	11	6	22	68	12	2	8	4	81	24	51	55	57	12
Amphibacillus	10	0	11	1	4	18	7	17	4	5	18	19	30	13	4	8	5	5	27	3	16	26	30
Anoxybacillus	203	90	297	79	152	136	138	232	84	179	185	108	222	260	235	124	52	95	186	144	156	257	264
Bacillus	3287	1376	5367	3066	4455	3700	3535	4064	2637	3172	3187	3931	3605	4082	3321	2338	2552	3401	4148	3954	2563	3724	3898
Fictibacillus	28	30	60	9	35	70	37	59	16	44	46	37	84	39	29	10	7	21	26	21	21	84	77
Geobacillus	294	185	1058	201	303	614	309	495	283	271	945	318	461	738	426	392	179	486	356	1123	220	691	627
Halobacillus	58	40	41	20	101	50	94	34	54	44	167	51	94	42	53	47	54	40	92	29	56	39	47
Lentibacillus	23	15	56	13	36	113	19	22	21	12	94	29	22	24	25	53	20	27	47	71	26	7	22
Lysinibacillus	92	28	138	161	100	126	31	93	67	116	165	122	117	115	96	114	29	90	115	59	102	98	124
Oceanobacillus	137	23	64	72	68	77	50	37	38	31	31	18	84	68	26	68	8	47	147	31	103	80	92
Parageobacillus	39	42	122	11	33	26	58	56	30	19	193	42	35	37	26	64	70	44	27	33	91	26	44
Paraliobacillus	6	7	11	4	12	8	2	28	4	14	5	8	26	8	1	2	1	14	13	5	1	17	8
Salimicrobium	67	12	79	43	28	31	23	27	46	53	16	29	72	55	48	30	67	26	67	34	28	30	81
Terribacillus	46	25	97	26	79	93	43	86	23	71	87	29	81	37	32	15	52	39	62	46	14	111	94
Virgibacillus	129	81	80	136	209	125	138	161	78	197	181	213	284	216	264	114	107	150	426	112	184	93	105
Brochothrix	20	10	19	6	9	36	9	3	8	4	18	8	14	19	10	18	10	3	24	16	15	10	6
Listeria	197	180	269	108	111	248	140	126	148	172	261	174	172	180	115	82	180	160	307	220	139	196	156
Aneurinibacillus	801	263	1518	260	554	444	1041	823	636	537	410	894	353	1012	586	92	1139	1418	683	1380	168	301	343
Brevibacillus	1542	253	815	418	588	362	246	344	213	339	214	333	411	1547	703	2537	104	935	350	394	2011	667	813
Paenibacillus	7664	2904	11540	4309	6924	9109	7540	9076	6283	5509	8164	7332	6542	7767	5120	4407	6153	6856	6570	8234	4756	6567	7271
Thermobacillus	130	149	570	140	215	528	456	375	137	105	669	582	263	492	127	149	216	155	180	802	118	325	586
Jeotgalibacillus	78	32	57	23	56	76	103	108	61	48	28	28	41	49	58	3	84	135	71	102	49	22	28
Kurthia	31	6	19	1	17	44	18	24	6	2	80	12	10	12	14	6	5	14	19	3	18	2	13
Paenisporosarcina	3	1	10	3	8	9	2	3	26	2	18	8	4	5	4	4	6	2	14	5	18	2	4
Planococcus	298	115	482	497	479	436	467	453	216	338	338	562	558	208	242	105	126	125	333	248	245	323	419
Rummeliibacillus	36	37	21	8	9	18	35	50	9	22	23	25	73	30	22	16	10	17	45	28	12	87	46
Solibacillus	31	9	44	23	50	16	36	40	12	35	48	52	103	28	6	28	3	13	47	12	38	36	41
Sporosarcina	81	21	211	40	92	220	84	88	81	109	119	148	280	92	102	42	155	160	143	153	64	243	107
Auricoccus	4	4	26	5	3	47	13	5	4	6	14	3	23	7	4	2	7	3	2	7	4	10	20
